0.40000000,17.62896802
0.41538462,1.11338294
0.43076923,-13.46191920
0.44615385,-26.32502539
0.46153846,-37.67252164
0.47692308,-47.67460094
0.49230769,-56.47926757
0.50769231,-64.21575701
0.52307692,-70.99733462
0.53846154,-76.92363630
0.55384615,-82.08258859
0.56923077,-86.55205909
0.58461538,-90.40114910
0.60000000,-93.69139214
0.61538462,-96.47767642
0.63076923,-98.80908571
0.64615385,-100.72959583
0.66153846,-102.27867082
0.67692308,-103.49180887
0.69230769,-104.40098156
0.70769231,-105.03502921
0.72307692,-105.42001853
0.73846154,-105.57952504
0.75384615,-105.53494680
0.76923077,-105.30568639
0.78461538,-104.90938935
0.80000000,-104.36213248
0.81538462,-103.67856183
0.83076923,-102.87205588
0.84615385,-101.95512091
0.86153846,-100.93840573
0.87692308,-99.83242739
0.89230769,-98.64658598
0.90769231,-97.38949720
0.92307692,-96.06909276
0.93846154,-94.69265177
0.95384615,-93.26687602
0.96923077,-91.79792138
0.98461538,-90.29146680
1.00000000,-88.75273943
1.05063291,-83.51802798
1.10126582,-78.12800177
1.15189873,-72.69426956
1.20253165,-67.30267458
1.25316456,-62.01928098
1.30379747,-56.89484796
1.35443038,-51.96812420
1.40506329,-47.26830769
1.45569620,-42.81679022
1.50632911,-38.62850023
1.55696203,-34.71283152
1.60759494,-31.07435236
1.65822785,-27.71339533
1.70886076,-24.62651540
1.75949367,-21.80701707
1.81012658,-19.24538100
1.86075949,-16.92981631
1.91139241,-14.84651781
1.96202532,-12.98093983
2.01265823,-11.31716874
2.06329114,-9.83944152
2.11392405,-8.53183827
2.16455696,-7.37877165
2.21518987,-6.36521912
2.26582278,-5.47691738
2.31645570,-4.70046912
2.36708861,-4.02345593
2.41772152,-3.43445088
2.46835443,-2.92304360
2.51898734,-2.47982772
2.56962025,-2.09633187
2.62025316,-1.76501339
2.67088608,-1.47917049
2.72151899,-1.23286066
2.77215190,-1.02086929
2.82278481,-0.83861558
2.87341772,-0.68208973
2.92405063,-0.54780281
2.97468354,-0.43269883
3.02531646,-0.33413599
3.07594937,-0.24981133
3.12658228,-0.17773565
3.17721519,-0.11618329
3.22784810,-0.06365451
3.27848101,-0.01886920
3.32911392,0.01930218
3.37974684,0.05180087
3.43037975,0.07946774
3.48101266,0.10300560
3.53164557,0.12302314
3.58227848,0.14004746
3.63291139,0.15451782
3.68354430,0.16682327
3.73417722,0.17728384
3.78481013,0.18618192
3.83544304,0.19374968
3.88607595,0.20018792
3.93670886,0.20566607
3.98734177,0.21033474
4.03797468,0.21431315
4.08860759,0.21770797
4.13924051,0.22060079
4.18987342,0.22353126
4.24050633,0.22558949
4.29113924,0.22734024
4.34177215,0.22885253
4.39240506,0.23015148
4.44303797,0.23128727
4.49367089,0.23228501
4.54430380,0.23313842
4.59493671,0.23396673
4.64556962,0.23471974
4.69620253,0.23539118
4.74683544,0.23599986
4.79746835,0.23654579
4.84810127,0.23703525
4.89873418,0.23746823
4.94936709,0.23805809
5.00000000,0.23835302